"transaction_id","date","amount","transaction_card","id_merchant","credit_card","cardholder_id","card_holder_id","card_holder_name"
817,"2018-03-30 16:04:04","1.52","4743204091443101526",104,"4743204091443101526","19",19,"Peter Mckay"
2049,"2018-11-02 12:14:33","1.86","3561072557118696",116,"3561072557118696","19",19,"Peter Mckay"
575,"2018-03-10 23:00:35","0.76","3517111172421930",2,"3517111172421930","1",1,"Robert Johnson"
816,"2018-06-08 13:48:44","1.98","3517111172421930",97,"3517111172421930","1",1,"Robert Johnson"
2220,"2018-03-30 17:36:58","1.26","3517111172421930",61,"3517111172421930","1",1,"Robert Johnson"
2146,"2018-01-11 19:36:21","1.72","4761049645711555811",99,"4761049645711555811","1",1,"Robert Johnson"
824,"2018-07-17 16:30:39","0.69","3517111172421930",145,"3517111172421930","1",1,"Robert Johnson"
2284,"2018-05-06 17:28:44","1.83","3517111172421930",70,"3517111172421930","1",1,"Robert Johnson"
2067,"2018-07-09 11:52:10","1.4","4761049645711555811",47,"4761049645711555811","1",1,"Robert Johnson"
163,"2018-08-21 16:23:34","1.1","3517111172421930",81,"3517111172421930","1",1,"Robert Johnson"
2242,"2018-10-05 19:04:16","1.54","4761049645711555811",85,"4761049645711555811","1",1,"Robert Johnson"
2283,"2018-06-22 11:53:25","1.29","3517111172421930",77,"3517111172421930","1",1,"Robert Johnson"
2382,"2018-01-27 18:02:40","1.83","4268491956169254",85,"4268491956169254","5",5,"Sara Cooper"
766,"2018-03-27 07:04:02","0.78","4268491956169254",48,"4268491956169254","5",5,"Sara Cooper"
3403,"2018-03-05 12:32:16","1.68","4268491956169254",43,"4268491956169254","5",5,"Sara Cooper"
3434,"2018-09-29 14:17:31","1.35","4268491956169254",39,"4268491956169254","5",5,"Sara Cooper"
2275,"2018-09-20 01:42:45","1.5","4268491956169254",114,"4268491956169254","5",5,"Sara Cooper"
2089,"2018-05-28 11:32:33","1.81","4268491956169254",47,"4268491956169254","5",5,"Sara Cooper"
649,"2018-06-23 19:20:30","1.84","4276466390111",143,"4276466390111","5",5,"Sara Cooper"
105,"2018-01-17 16:57:27","1.25","4268491956169254",65,"4268491956169254","5",5,"Sara Cooper"
3418,"2018-02-10 13:26:43","1.66","4276466390111",72,"4276466390111","5",5,"Sara Cooper"
724,"2018-10-04 17:23:47","1.12","4268491956169254",129,"4268491956169254","5",5,"Sara Cooper"
697,"2018-05-15 12:53:26","1.35","4276466390111",76,"4276466390111","5",5,"Sara Cooper"
866,"2018-07-24 16:40:31","1.24","4276466390111",46,"4276466390111","5",5,"Sara Cooper"
680,"2018-01-16 13:48:12","1.84","4268491956169254",144,"4268491956169254","5",5,"Sara Cooper"
576,"2018-03-29 14:43:30","1.46","4276466390111",138,"4276466390111","5",5,"Sara Cooper"
2320,"2018-04-09 08:30:25","1.99","4539990688484983",124,"4539990688484983","7",7,"Sean Taylor"
2286,"2018-09-04 11:02:04","1.68","4539990688484983",16,"4539990688484983","7",7,"Sean Taylor"
265,"2018-08-09 13:32:28","1.53","3516952396080247",101,"3516952396080247","7",7,"Sean Taylor"
2318,"2018-10-07 14:30:10","1.95","4539990688484983",46,"4539990688484983","7",7,"Sean Taylor"
589,"2018-10-07 20:28:59","1.01","3516952396080247",2,"3516952396080247","7",7,"Sean Taylor"
2288,"2018-07-14 19:46:53","1.37","4539990688484983",63,"4539990688484983","7",7,"Sean Taylor"
612,"2018-06-28 13:11:26","1.37","4539990688484983",131,"4539990688484983","7",7,"Sean Taylor"
648,"2018-06-26 18:26:50","1.04","3516952396080247",13,"3516952396080247","7",7,"Sean Taylor"
2210,"2018-06-06 20:39:18","1.88","3516952396080247",49,"3516952396080247","7",7,"Sean Taylor"
2063,"2018-05-20 03:26:55","1.42","3516952396080247",54,"3516952396080247","7",7,"Sean Taylor"
3482,"2018-05-19 13:41:11","1.27","3516952396080247",138,"3516952396080247","7",7,"Sean Taylor"
3327,"2018-05-08 18:52:12","1.95","3516952396080247",87,"3516952396080247","7",7,"Sean Taylor"
3493,"2018-05-07 04:51:43","1.99","4539990688484983",100,"4539990688484983","7",7,"Sean Taylor"
779,"2018-04-29 08:15:40","1.11","3516952396080247",141,"3516952396080247","7",7,"Sean Taylor"
594,"2018-11-26 06:54:00","1.87","3516952396080247",123,"3516952396080247","7",7,"Sean Taylor"
850,"2018-02-23 14:39:43","0.73","4539990688484983",68,"4539990688484983","7",7,"Sean Taylor"
3344,"2018-12-17 13:47:00","1.66","4539990688484983",20,"4539990688484983","7",7,"Sean Taylor"
638,"2018-02-03 15:45:32","1.17","3516952396080247",19,"3516952396080247","7",7,"Sean Taylor"
2332,"2018-04-01 11:54:51","1.08","675911140852",140,"675911140852","2",2,"Shane Shaffer"
3345,"2018-05-22 22:34:52","1.19","4866761290278198714",48,"4866761290278198714","2",2,"Shane Shaffer"
2440,"2018-05-24 20:39:06","1.76","675911140852",87,"675911140852","2",2,"Shane Shaffer"
3407,"2018-03-20 17:15:15","1.64","4866761290278198714",60,"4866761290278198714","2",2,"Shane Shaffer"
3474,"2018-06-18 19:37:57","1.67","675911140852",100,"675911140852","2",2,"Shane Shaffer"
708,"2018-02-26 01:52:16","1.01","675911140852",81,"675911140852","2",2,"Shane Shaffer"
2439,"2018-01-06 02:16:41","1.33","4866761290278198714",127,"4866761290278198714","2",2,"Shane Shaffer"
3395,"2018-02-03 18:05:39","1.41","4866761290278198714",65,"4866761290278198714","2",2,"Shane Shaffer"
3409,"2018-09-21 01:57:52","1.58","675911140852",85,"675911140852","2",2,"Shane Shaffer"
3421,"2018-10-02 18:48:15","1.17","4866761290278198714",149,"4866761290278198714","2",2,"Shane Shaffer"
662,"2018-04-29 18:35:27","0.7","675911140852",75,"675911140852","2",2,"Shane Shaffer"
749,"2018-10-02 02:16:00","0.96","4681896441519",78,"4681896441519","24",24,"Stephanie Dalton"
674,"2018-08-28 02:09:41","0.75","3582198969197591",149,"3582198969197591","24",24,"Stephanie Dalton"
623,"2018-02-22 17:59:19","0.93","4681896441519",93,"4681896441519","24",24,"Stephanie Dalton"
738,"2018-02-11 08:25:36","1.26","3582198969197591",38,"3582198969197591","24",24,"Stephanie Dalton"
3481,"2018-12-27 18:47:35","1.32","4681896441519",112,"4681896441519","24",24,"Stephanie Dalton"
3480,"2018-01-08 21:44:34","1.68","4681896441519",78,"4681896441519","24",24,"Stephanie Dalton"
657,"2018-02-09 15:30:03","1.21","3582198969197591",101,"3582198969197591","24",24,"Stephanie Dalton"
3353,"2018-04-15 09:50:16","1.54","30142966699187",120,"30142966699187","24",24,"Stephanie Dalton"
788,"2018-08-17 19:58:32","1.77","30142966699187",48,"30142966699187","24",24,"Stephanie Dalton"
2336,"2018-07-18 00:07:36","1.54","4681896441519",75,"4681896441519","24",24,"Stephanie Dalton"
701,"2018-07-23 15:52:25","1.87","3582198969197591",70,"3582198969197591","24",24,"Stephanie Dalton"
818,"2018-10-06 20:23:45","0.77","30142966699187",38,"30142966699187","24",24,"Stephanie Dalton"
656,"2018-07-26 15:52:41","1.63","4681896441519",36,"4681896441519","24",24,"Stephanie Dalton"
2419,"2018-04-01 19:06:02","1.29","3582198969197591",54,"3582198969197591","24",24,"Stephanie Dalton"
740,"2018-05-31 09:07:36","0.83","3582198969197591",3,"3582198969197591","24",24,"Stephanie Dalton"
616,"2018-06-04 05:37:55","1.45","3582198969197591",140,"3582198969197591","24",24,"Stephanie Dalton"
551,"2018-10-26 16:56:14","1.15","4681896441519",126,"4681896441519","24",24,"Stephanie Dalton"
3373,"2018-01-12 18:04:04","1.88","4681896441519",44,"4681896441519","24",24,"Stephanie Dalton"
2170,"2018-01-12 02:48:29","1.84","30142966699187",2,"30142966699187","24",24,"Stephanie Dalton"
2259,"2018-06-19 14:23:09","1.19","4681896441519",6,"4681896441519","24",24,"Stephanie Dalton"
603,"2018-12-09 19:57:51","1.11","3582198969197591",76,"3582198969197591","24",24,"Stephanie Dalton"
742,"2018-07-09 06:17:12","1.46","3582198969197591",15,"3582198969197591","24",24,"Stephanie Dalton"
